t_k_s,t_kp1_s,phase_kp1,e_h_x_Nms,e_h_y_Nms,e_h_z_Nms,e_h_inf_Nms,nmpc_active
40.790000,40.800000,DS_interstep,1.898195e-04,-1.477459e-03,4.636828e-03,4.636828e-03,0
40.800000,40.810000,DS_interstep,2.153067e-04,-1.421703e-03,4.595846e-03,4.595846e-03,0
40.810000,40.820000,DS_interstep,2.383379e-04,-1.367792e-03,4.551084e-03,4.551084e-03,0
40.820000,40.830000,DS_interstep,2.590338e-04,-1.315796e-03,4.503022e-03,4.503022e-03,0
40.830000,40.840000,DS_interstep,2.774275e-04,-1.265479e-03,4.451729e-03,4.451729e-03,0
40.840000,40.850000,DS_interstep,2.937228e-04,-1.217119e-03,4.398181e-03,4.398181e-03,0
40.850000,40.860000,DS_interstep,3.079893e-04,-1.170621e-03,4.342401e-03,4.342401e-03,0
40.860000,40.870000,DS_interstep,3.204201e-04,-1.126090e-03,4.284671e-03,4.284671e-03,0
40.870000,40.880000,DS_interstep,3.310985e-04,-1.083325e-03,4.225655e-03,4.225655e-03,0
40.880000,40.890000,DS_interstep,3.401610e-04,-1.042387e-03,4.165189e-03,4.165189e-03,0
40.890000,40.900000,DS_interstep,3.477445e-04,-1.003088e-03,4.103627e-03,4.103627e-03,0
40.900000,40.910000,DS_interstep,3.540172e-04,-9.657352e-04,4.041339e-03,4.041339e-03,0
40.910000,40.920000,DS_interstep,3.589900e-04,-9.298622e-04,3.978191e-03,3.978191e-03,0
40.920000,40.930000,DS_interstep,3.628804e-04,-8.956016e-04,3.914506e-03,3.914506e-03,0
40.930000,40.940000,DS_interstep,3.657681e-04,-8.627746e-04,3.850414e-03,3.850414e-03,0
40.940000,40.950000,DS_interstep,3.677234e-04,-8.316082e-04,3.785812e-03,3.785812e-03,0
40.950000,40.960000,DS_interstep,3.688849e-04,-8.015950e-04,3.721309e-03,3.721309e-03,0
40.960000,40.970000,DS_interstep,3.692982e-04,-7.730559e-04,3.656442e-03,3.656442e-03,0
40.970000,40.980000,DS_interstep,3.690171e-04,-7.457380e-04,3.591506e-03,3.591506e-03,0
40.980000,40.990000,DS_interstep,3.681955e-04,-7.196006e-04,3.526677e-03,3.526677e-03,0
40.990000,41.000000,DS_interstep,3.668380e-04,-6.945346e-04,3.462006e-03,3.462006e-03,0
41.000000,41.010000,DS_interstep,3.649688e-04,-6.707224e-04,3.397453e-03,3.397453e-03,0
41.010000,41.020000,DS_interstep,3.627038e-04,-6.477220e-04,3.333267e-03,3.333267e-03,0
41.020000,41.030000,DS_interstep,3.600822e-04,-6.259626e-04,3.269407e-03,3.269407e-03,0
41.030000,41.040000,DS_interstep,3.570890e-04,-6.048776e-04,3.205928e-03,3.205928e-03,0
41.040000,41.050000,DS_interstep,3.537699e-04,-5.849801e-04,3.143063e-03,3.143063e-03,0
41.050000,41.060000,DS_interstep,3.502322e-04,-5.657201e-04,3.080536e-03,3.080536e-03,0
41.060000,41.070000,DS_interstep,3.464038e-04,-5.473508e-04,3.018957e-03,3.018957e-03,0
41.070000,41.080000,DS_interstep,3.423586e-04,-5.298721e-04,2.958017e-03,2.958017e-03,0
41.080000,41.090000,DS_interstep,3.381252e-04,-5.131158e-04,2.898004e-03,2.898004e-03,0
41.090000,41.100000,DS_interstep,3.337141e-04,-4.971521e-04,2.837766e-03,2.837766e-03,0
41.100000,41.110000,DS_interstep,3.291364e-04,-4.818760e-04,2.779740e-03,2.779740e-03,0
41.110000,41.120000,DS_interstep,3.244116e-04,-4.671425e-04,2.722570e-03,2.722570e-03,0
41.120000,41.130000,DS_interstep,3.195899e-04,-4.534686e-04,2.666042e-03,2.666042e-03,0
41.130000,41.140000,DS_interstep,3.146245e-04,-4.400403e-04,2.610348e-03,2.610348e-03,0
41.140000,41.150000,DS_interstep,3.096001e-04,-4.274768e-04,2.556521e-03,2.556521e-03,0
41.150000,41.160000,DS_interstep,3.045019e-04,-4.155590e-04,2.502569e-03,2.502569e-03,0
41.160000,41.170000,DS_interstep,2.993410e-04,-4.040984e-04,2.451626e-03,2.451626e-03,0
41.170000,41.180000,DS_interstep,2.941155e-04,-3.931623e-04,2.399623e-03,2.399623e-03,0
41.180000,41.190000,DS_interstep,2.888903e-04,-3.829312e-04,2.350578e-03,2.350578e-03,0
41.190000,41.200000,DS_interstep,2.836404e-04,-3.731004e-04,2.301587e-03,2.301587e-03,0
41.200000,41.210000,DS_interstep,2.783879e-04,-3.638074e-04,2.254644e-03,2.254644e-03,0
41.210000,41.220000,DS_interstep,2.731540e-04,-3.549680e-04,2.207667e-03,2.207667e-03,0
41.220000,41.230000,DS_interstep,2.679436e-04,-3.466611e-04,2.163697e-03,2.163697e-03,0
41.230000,41.240000,DS_interstep,2.627636e-04,-3.386057e-04,2.119784e-03,2.119784e-03,0
41.240000,41.250000,DS_interstep,2.576512e-04,-3.311786e-04,2.076790e-03,2.076790e-03,0
41.250000,41.260000,DS_interstep,2.525805e-04,-3.239336e-04,2.035867e-03,2.035867e-03,0
41.260000,41.270000,DS_interstep,2.475902e-04,-3.171867e-04,1.995804e-03,1.995804e-03,0
41.270000,41.280000,DS_interstep,2.426726e-04,-3.107918e-04,1.956721e-03,1.956721e-03,0
41.280000,41.290000,DS_interstep,2.378431e-04,-3.045342e-04,1.918504e-03,1.918504e-03,0
41.290000,41.300000,DS_interstep,2.331112e-04,-2.986825e-04,1.881152e-03,1.881152e-03,0
41.300000,41.310000,DS_interstep,2.284712e-04,-2.932116e-04,1.845582e-03,1.845582e-03,0
41.310000,41.320000,DS_interstep,2.239413e-04,-2.877635e-04,1.809862e-03,1.809862e-03,0
41.320000,41.330000,DS_interstep,2.195162e-04,-2.826414e-04,1.776794e-03,1.776794e-03,0
41.330000,41.340000,DS_interstep,2.152088e-04,-2.778843e-04,1.744509e-03,1.744509e-03,0
41.340000,41.350000,DS_interstep,2.110090e-04,-2.730681e-04,1.710778e-03,1.710778e-03,0
41.350000,41.360000,DS_interstep,2.069354e-04,-2.687131e-04,1.680757e-03,1.680757e-03,0
41.360000,41.370000,DS_interstep,2.029642e-04,-2.642821e-04,1.650315e-03,1.650315e-03,0
41.370000,41.380000,DS_interstep,1.991245e-04,-2.600685e-04,1.621279e-03,1.621279e-03,0
41.380000,41.390000,DS_interstep,1.953962e-04,-2.560925e-04,1.591866e-03,1.591866e-03,0
41.390000,41.400000,DS_interstep,1.917845e-04,-2.520716e-04,1.563771e-03,1.563771e-03,0
41.400000,41.410000,DS_interstep,1.882879e-04,-2.483926e-04,1.537230e-03,1.537230e-03,0
41.410000,41.420000,DS_interstep,1.849041e-04,-2.446454e-04,1.510903e-03,1.510903e-03,0
41.420000,41.430000,DS_interstep,1.816291e-04,-2.409966e-04,1.484965e-03,1.484965e-03,0
41.430000,41.440000,DS_interstep,1.784727e-04,-2.375384e-04,1.460315e-03,1.460315e-03,0
41.440000,41.450000,DS_interstep,1.754078e-04,-2.340061e-04,1.435831e-03,1.435831e-03,0
41.450000,41.460000,DS_interstep,1.724493e-04,-2.307262e-04,1.412689e-03,1.412689e-03,0
41.460000,41.470000,DS_interstep,1.695993e-04,-2.274118e-04,1.388599e-03,1.388599e-03,0
41.470000,41.480000,DS_interstep,1.668303e-04,-2.242117e-04,1.366692e-03,1.366692e-03,0
41.480000,41.490000,DS_interstep,1.641674e-04,-2.210644e-04,1.344865e-03,1.344865e-03,0
41.490000,41.500000,DS_interstep,1.615843e-04,-2.178807e-04,1.323158e-03,1.323158e-03,0
41.500000,41.510000,DS_interstep,1.590922e-04,-2.148628e-04,1.303458e-03,1.303458e-03,0
41.510000,41.520000,DS_interstep,1.566902e-04,-2.117101e-04,1.281740e-03,1.281740e-03,0
41.520000,41.530000,DS_interstep,1.543565e-04,-2.089041e-04,1.263005e-03,1.263005e-03,0
41.530000,41.540000,DS_interstep,1.521089e-04,-2.059261e-04,1.243241e-03,1.243241e-03,0
41.540000,41.550000,DS_interstep,1.499319e-04,-2.029889e-04,1.224359e-03,1.224359e-03,0
41.550000,41.560000,DS_interstep,1.478301e-04,-2.001629e-04,1.205433e-03,1.205433e-03,0
41.560000,41.570000,DS_interstep,1.457844e-04,-1.973094e-04,1.188301e-03,1.188301e-03,0
41.570000,41.580000,DS_interstep,1.438217e-04,-1.945724e-04,1.171034e-03,1.171034e-03,0
41.580000,41.590000,DS_interstep,1.419103e-04,-1.918299e-04,1.153590e-03,1.153590e-03,0
41.590000,41.600000,DS_interstep,1.400603e-04,-1.891414e-04,1.136955e-03,1.136955e-03,0
41.600000,41.610000,DS_interstep,1.382761e-04,-1.863976e-04,1.120008e-03,1.120008e-03,0
41.610000,41.620000,DS_interstep,1.365438e-04,-1.837960e-04,1.104846e-03,1.104846e-03,0
41.620000,41.630000,DS_interstep,1.348652e-04,-1.812004e-04,1.089498e-03,1.089498e-03,0
41.630000,41.640000,DS_interstep,1.332357e-04,-1.786376e-04,1.073677e-03,1.073677e-03,0
41.640000,41.650000,DS_interstep,1.316621e-04,-1.760754e-04,1.059630e-03,1.059630e-03,0
41.650000,41.660000,DS_interstep,1.301320e-04,-1.735406e-04,1.044191e-03,1.044191e-03,0
41.660000,41.670000,DS_interstep,1.286442e-04,-1.710360e-04,1.030496e-03,1.030496e-03,0
41.670000,41.680000,DS_interstep,1.272073e-04,-1.685455e-04,1.016260e-03,1.016260e-03,0
41.680000,41.690000,DS_interstep,1.258114e-04,-1.661750e-04,1.002749e-03,1.002749e-03,0
41.690000,41.700000,DS_interstep,1.244496e-04,-1.638164e-04,9.897097e-04,9.897097e-04,0
41.700000,41.710000,DS_interstep,1.231239e-04,-1.614282e-04,9.763583e-04,9.763583e-04,0
41.710000,41.720000,DS_interstep,1.218452e-04,-1.589933e-04,9.634464e-04,9.634464e-04,0
41.720000,41.730000,DS_interstep,1.205985e-04,-1.567726e-04,9.510731e-04,9.510731e-04,0
41.730000,41.740000,DS_interstep,1.193798e-04,-1.544545e-04,9.382548e-04,9.382548e-04,0
41.740000,41.750000,DS_interstep,1.181889e-04,-1.522637e-04,9.268963e-04,9.268963e-04,0
41.750000,41.760000,DS_interstep,1.170376e-04,-1.499402e-04,9.150525e-04,9.150525e-04,0
41.760000,41.770000,DS_interstep,1.159069e-04,-1.478921e-04,9.026430e-04,9.026430e-04,0
41.770000,41.780000,DS_interstep,1.148071e-04,-1.456734e-04,8.916983e-04,8.916983e-04,0
41.780000,41.790000,DS_interstep,1.137281e-04,-1.435081e-04,8.801948e-04,8.801948e-04,0
41.790000,41.800000,DS_interstep,1.126736e-04,-1.414198e-04,8.701241e-04,8.701241e-04,0
41.800000,41.810000,DS_interstep,1.116411e-04,-1.393620e-04,8.584703e-04,8.584703e-04,0
41.810000,41.820000,DS_interstep,1.106309e-04,-1.372825e-04,8.482106e-04,8.482106e-04,0
41.820000,41.830000,DS_interstep,1.096310e-04,-1.352806e-04,8.373371e-04,8.373371e-04,0
41.830000,41.840000,DS_interstep,1.086612e-04,-1.333973e-04,8.268885e-04,8.268885e-04,0
41.840000,41.850000,DS_interstep,1.076992e-04,-1.314087e-04,8.167547e-04,8.167547e-04,0
41.850000,41.860000,DS_interstep,1.067581e-04,-1.294663e-04,8.070381e-04,8.070381e-04,0
41.860000,41.870000,DS_interstep,1.058279e-04,-1.275925e-04,7.976438e-04,7.976438e-04,0
41.870000,41.880000,DS_interstep,1.049108e-04,-1.257811e-04,7.876298e-04,7.876298e-04,0
41.880000,41.890000,DS_interstep,1.040014e-04,-1.239241e-04,7.779167e-04,7.779167e-04,0
41.890000,41.900000,DS_interstep,1.031092e-04,-1.222584e-04,7.695402e-04,7.695402e-04,0
41.900000,41.910000,DS_interstep,1.022301e-04,-1.204199e-04,7.595030e-04,7.595030e-04,0
41.910000,41.920000,DS_interstep,1.013524e-04,-1.186570e-04,7.507916e-04,7.507916e-04,0
41.920000,41.930000,DS_interstep,1.004847e-04,-1.170761e-04,7.413623e-04,7.413623e-04,0
41.930000,41.940000,DS_interstep,9.962576e-05,-1.154655e-04,7.332567e-04,7.332567e-04,0
41.940000,41.950000,DS_interstep,9.878230e-05,-1.137813e-04,7.244484e-04,7.244484e-04,0
41.950000,41.960000,DS_interstep,9.793041e-05,-1.123002e-04,7.149125e-04,7.149125e-04,0
41.960000,41.970000,DS_interstep,9.709438e-05,-1.106908e-04,7.076804e-04,7.076804e-04,0
41.970000,41.980000,DS_interstep,9.625961e-05,-1.092052e-04,6.997241e-04,6.997241e-04,0
41.980000,41.990000,DS_interstep,9.543635e-05,-1.078279e-04,6.900421e-04,6.900421e-04,0
41.990000,42.000000,DS_interstep,9.461038e-05,-1.062883e-04,6.836492e-04,6.836492e-04,0
42.000000,42.010000,DS_interstep,9.379012e-05,-1.049291e-04,6.744807e-04,6.744807e-04,0
42.010000,42.020000,DS_interstep,9.297564e-05,-1.036432e-04,6.676122e-04,6.676122e-04,0
42.020000,42.030000,DS_interstep,9.216187e-05,-1.022108e-04,6.599832e-04,6.599832e-04,0
42.030000,42.040000,DS_interstep,9.135660e-05,-1.009408e-04,6.516135e-04,6.516135e-04,0
42.040000,42.050000,DS_interstep,9.055020e-05,-9.974369e-05,6.444918e-04,6.444918e-04,0
42.050000,42.060000,DS_interstep,8.974251e-05,-9.852487e-05,6.375887e-04,6.375887e-04,0
42.060000,42.070000,DS_interstep,8.895111e-05,-9.732866e-05,6.299804e-04,6.299804e-04,0
42.070000,42.080000,DS_interstep,8.814671e-05,-9.614717e-05,6.225562e-04,6.225562e-04,0
42.080000,42.090000,DS_interstep,8.735829e-05,-9.506961e-05,6.154013e-04,6.154013e-04,0
42.090000,42.100000,DS_interstep,8.656103e-05,-9.391710e-05,6.094669e-04,6.094669e-04,0
42.100000,42.110000,DS_interstep,8.577570e-05,-9.287806e-05,6.017570e-04,6.017570e-04,0
42.110000,42.120000,DS_interstep,8.498410e-05,-9.191573e-05,5.952724e-04,5.952724e-04,0
42.120000,42.130000,DS_interstep,8.419973e-05,-9.091990e-05,5.890020e-04,5.890020e-04,0
42.130000,42.140000,DS_interstep,8.341500e-05,-8.988646e-05,5.819632e-04,5.819632e-04,0
42.140000,42.150000,DS_interstep,8.263300e-05,-8.901221e-05,5.761166e-04,5.761166e-04,0
42.150000,42.160000,DS_interstep,8.185673e-05,-8.816660e-05,5.695066e-04,5.695066e-04,0
42.160000,42.170000,DS_interstep,8.107735e-05,-8.720535e-05,5.630898e-04,5.630898e-04,0
42.170000,42.180000,DS_interstep,8.030425e-05,-8.637965e-05,5.568830e-04,5.568830e-04,0
42.180000,42.190000,DS_interstep,7.953064e-05,-8.564412e-05,5.508862e-04,5.508862e-04,0
42.190000,42.200000,DS_interstep,7.876395e-05,-8.481645e-05,5.450816e-04,5.450816e-04,0
42.200000,42.210000,DS_interstep,7.799259e-05,-8.408040e-05,5.394803e-04,5.394803e-04,0
42.210000,42.220000,DS_interstep,7.722890e-05,-8.338771e-05,5.330783e-04,5.330783e-04,0
42.220000,42.230000,DS_interstep,7.646597e-05,-8.262605e-05,5.278523e-04,5.278523e-04,0
42.230000,42.240000,DS_interstep,7.570671e-05,-8.201774e-05,5.218436e-04,5.218436e-04,0
42.240000,42.250000,DS_interstep,7.494743e-05,-8.128548e-05,5.170046e-04,5.170046e-04,0
42.250000,42.260000,DS_interstep,7.419564e-05,-8.077774e-05,5.113563e-04,5.113563e-04,0
42.260000,42.270000,DS_interstep,7.344197e-05,-8.012237e-05,5.058943e-04,5.058943e-04,0
42.270000,42.280000,DS_interstep,7.269527e-05,-7.961553e-05,4.996143e-04,4.996143e-04,0
42.280000,42.290000,DS_interstep,7.194612e-05,-7.896529e-05,4.955055e-04,4.955055e-04,0
42.290000,42.300000,DS_interstep,7.120602e-05,-7.853092e-05,4.905881e-04,4.905881e-04,0
42.300000,42.310000,DS_interstep,7.047121e-05,-7.804388e-05,4.848348e-04,4.848348e-04,0
42.310000,42.320000,DS_interstep,6.973228e-05,-7.752635e-05,4.802567e-04,4.802567e-04,0
42.320000,42.330000,DS_interstep,6.900110e-05,-7.712287e-05,4.748558e-04,4.748558e-04,0
42.330000,42.340000,DS_interstep,6.827103e-05,-7.667117e-05,4.706184e-04,4.706184e-04,0
42.340000,42.350000,DS_interstep,6.755070e-05,-7.625848e-05,4.655378e-04,4.655378e-04,0
42.350000,42.360000,DS_interstep,6.683388e-05,-7.587144e-05,4.616380e-04,4.616380e-04,0
42.360000,42.370000,DS_interstep,6.611307e-05,-7.552866e-05,4.568962e-04,4.568962e-04,0
42.370000,42.380000,DS_interstep,6.540284e-05,-7.513323e-05,4.513092e-04,4.513092e-04,0
42.380000,42.390000,DS_interstep,6.469793e-05,-7.485891e-05,4.478851e-04,4.478851e-04,0
42.390000,42.400000,DS_interstep,6.399035e-05,-7.452740e-05,4.436174e-04,4.436174e-04,0
42.400000,42.410000,DS_interstep,6.329688e-05,-7.421560e-05,4.385001e-04,4.385001e-04,0
42.410000,42.420000,DS_interstep,6.260096e-05,-7.394895e-05,4.345395e-04,4.345395e-04,0
42.420000,42.430000,DS_interstep,6.191429e-05,-7.369957e-05,4.307243e-04,4.307243e-04,0
42.430000,42.440000,DS_interstep,6.123038e-05,-7.339034e-05,4.270594e-04,4.270594e-04,0
42.440000,42.450000,DS_interstep,6.055117e-05,-7.331107e-05,4.225421e-04,4.225421e-04,0
42.450000,42.460000,DS_interstep,5.987605e-05,-7.295716e-05,4.181697e-04,4.181697e-04,0
42.460000,42.470000,DS_interstep,5.921249e-05,-7.282477e-05,4.149382e-04,4.149382e-04,0
42.470000,42.480000,DS_interstep,5.854777e-05,-7.262336e-05,4.108449e-04,4.108449e-04,0
42.480000,42.490000,DS_interstep,5.788916e-05,-7.245651e-05,4.078831e-04,4.078831e-04,0
42.490000,42.500000,DS_interstep,5.723965e-05,-7.229440e-05,4.030767e-04,4.030767e-04,0
42.500000,42.510000,DS_interstep,5.659227e-05,-7.217002e-05,4.003889e-04,4.003889e-04,0
42.510000,42.520000,DS_interstep,5.594803e-05,-7.207843e-05,3.958406e-04,3.958406e-04,0
42.520000,42.530000,DS_interstep,5.531850e-05,-7.187738e-05,3.934177e-04,3.934177e-04,0
42.530000,42.540000,DS_interstep,5.468682e-05,-7.182909e-05,3.891288e-04,3.891288e-04,0
42.540000,42.550000,DS_interstep,5.406520e-05,-7.168619e-05,3.859608e-04,3.859608e-04,0
42.550000,42.560000,DS_interstep,5.344618e-05,-7.165786e-05,3.829238e-04,3.829238e-04,0
42.560000,42.570000,DS_interstep,5.283623e-05,-7.156105e-05,3.800039e-04,3.800039e-04,0
42.570000,42.580000,DS_interstep,5.222956e-05,-7.147173e-05,3.762100e-04,3.762100e-04,0
42.580000,42.590000,DS_interstep,5.163073e-05,-7.140906e-05,3.735325e-04,3.735325e-04,0
42.590000,42.600000,DS_interstep,5.103708e-05,-7.146309e-05,3.699741e-04,3.699741e-04,0
42.600000,42.610000,DS_interstep,5.045101e-05,-7.132743e-05,3.675285e-04,3.675285e-04,0
42.610000,42.620000,DS_interstep,4.986746e-05,-7.130821e-05,3.641962e-04,3.641962e-04,0
42.620000,42.630000,DS_interstep,4.929443e-05,-7.140415e-05,3.609793e-04,3.609793e-04,0
42.630000,42.640000,DS_interstep,4.872453e-05,-7.131417e-05,3.578696e-04,3.578696e-04,0
42.640000,42.650000,DS_interstep,4.816018e-05,-7.123566e-05,3.558756e-04,3.558756e-04,0
42.650000,42.660000,DS_interstep,4.760897e-05,-7.127690e-05,3.529791e-04,3.529791e-04,0
42.660000,42.670000,DS_interstep,4.705052e-05,-7.133256e-05,3.501886e-04,3.501886e-04,0
42.670000,42.680000,DS_interstep,4.651744e-05,-7.138886e-05,3.475048e-04,3.475048e-04,0
42.680000,42.690000,DS_interstep,4.596855e-05,-7.136074e-05,3.449198e-04,3.449198e-04,0
42.690000,42.700000,DS_interstep,4.544385e-05,-7.134439e-05,3.424384e-04,3.424384e-04,0
42.700000,42.710000,DS_interstep,4.491335e-05,-7.143943e-05,3.390518e-04,3.390518e-04,0
42.710000,42.720000,DS_interstep,4.439663e-05,-7.144239e-05,3.377621e-04,3.377621e-04,0
42.720000,42.730000,DS_interstep,4.388466e-05,-7.155686e-05,3.345711e-04,3.345711e-04,0
42.730000,42.740000,DS_interstep,4.337662e-05,-7.158140e-05,3.324632e-04,3.324632e-04,0
42.740000,42.750000,DS_interstep,4.288229e-05,-7.160728e-05,3.304578e-04,3.304578e-04,0
42.750000,42.760000,DS_interstep,4.237143e-05,-7.174582e-05,3.275371e-04,3.275371e-04,0
42.760000,42.770000,DS_interstep,4.189476e-05,-7.169825e-05,3.257062e-04,3.257062e-04,0
42.770000,42.780000,DS_interstep,4.141212e-05,-7.184749e-05,3.229679e-04,3.229679e-04,0
42.780000,42.790000,DS_interstep,4.093169e-05,-7.190959e-05,3.213022e-04,3.213022e-04,0
42.790000,42.800000,DS_interstep,4.045699e-05,-7.197015e-05,3.187304e-04,3.187304e-04,0
42.800000,42.810000,DS_interstep,3.999321e-05,-7.204431e-05,3.172408e-04,3.172408e-04,0
42.810000,42.820000,DS_interstep,3.954439e-05,-7.212689e-05,3.148256e-04,3.148256e-04,0
42.820000,42.830000,DS_interstep,3.907749e-05,-7.220477e-05,3.124955e-04,3.124955e-04,0
42.830000,42.840000,DS_interstep,3.863505e-05,-7.229874e-05,3.112447e-04,3.112447e-04,0
42.840000,42.850000,DS_interstep,3.819455e-05,-7.239123e-05,3.090664e-04,3.090664e-04,0
42.850000,42.860000,DS_interstep,3.775668e-05,-7.248400e-05,3.069655e-04,3.069655e-04,0
42.860000,42.870000,DS_interstep,3.733305e-05,-7.258889e-05,3.049379e-04,3.049379e-04,0
42.870000,42.880000,DS_interstep,3.689997e-05,-7.269306e-05,3.029884e-04,3.029884e-04,0
42.880000,42.890000,DS_interstep,3.649027e-05,-7.280369e-05,3.010984e-04,3.010984e-04,0
42.890000,42.900000,DS_interstep,3.606343e-05,-7.291775e-05,3.002925e-04,3.002925e-04,0
42.900000,42.910000,DS_interstep,3.566845e-05,-7.303121e-05,2.975434e-04,2.975434e-04,0
42.910000,42.920000,DS_interstep,3.526443e-05,-7.314701e-05,2.958712e-04,2.958712e-04,0
42.920000,42.930000,DS_interstep,3.486419e-05,-7.317123e-05,2.942579e-04,2.942579e-04,0
42.930000,42.940000,DS_interstep,3.446475e-05,-7.339384e-05,2.937134e-04,2.937134e-04,0
42.940000,42.950000,DS_interstep,3.408737e-05,-7.341890e-05,2.912323e-04,2.912323e-04,0
42.950000,42.960000,DS_interstep,3.370100e-05,-7.354754e-05,2.888144e-04,2.888144e-04,0
42.960000,42.970000,DS_interstep,3.333675e-05,-7.367312e-05,2.884588e-04,2.884588e-04,0
42.970000,42.980000,DS_interstep,3.295339e-05,-7.380761e-05,2.861616e-04,2.861616e-04,0
42.980000,42.990000,DS_interstep,3.259121e-05,-7.384005e-05,2.849242e-04,2.849242e-04,0
42.990000,43.000000,DS_interstep,3.223048e-05,-7.407431e-05,2.837488e-04,2.837488e-04,0
43.000000,43.010000,DS_interstep,3.187030e-05,-7.410637e-05,2.826206e-04,2.826206e-04,0
43.010000,43.020000,DS_interstep,3.152131e-05,-7.424528e-05,2.805618e-04,2.805618e-04,0
43.020000,43.030000,DS_interstep,3.118252e-05,-7.437890e-05,2.785446e-04,2.785446e-04,0
43.030000,43.040000,DS_interstep,3.083467e-05,-7.451699e-05,2.785925e-04,2.785925e-04,0
43.040000,43.050000,DS_interstep,3.049632e-05,-7.455634e-05,2.766878e-04,2.766878e-04,0
43.050000,43.060000,DS_interstep,3.016936e-05,-7.479195e-05,2.748347e-04,2.748347e-04,0
43.060000,43.070000,DS_interstep,2.984257e-05,-7.483179e-05,2.740367e-04,2.740367e-04,0
43.070000,43.080000,SS,2.247773e-02,1.748579e-02,8.402196e-02,8.402196e-02,0
43.080000,43.180000,SS,3.193002e-02,5.998953e-03,1.176390e-01,1.176390e-01,1
43.180000,43.280000,SS,2.525995e-02,2.868626e-03,1.027443e-01,1.027443e-01,1
43.280000,43.380000,SS,2.768897e-02,-8.185598e-03,1.162447e-01,1.162447e-01,1
43.380000,43.480000,SS,2.533254e-02,-1.711548e-02,1.170914e-01,1.170914e-01,1
43.480000,43.580000,SS,2.321396e-02,-2.820770e-02,1.191213e-01,1.191213e-01,1
43.580000,43.680000,SS,2.055268e-02,-3.895142e-02,1.203825e-01,1.203825e-01,1
43.680000,43.780000,SS,1.707337e-02,-5.087218e-02,1.203721e-01,1.203721e-01,1
43.780000,43.880000,SS,1.382423e-02,-6.185124e-02,1.210123e-01,1.210123e-01,1
43.880000,43.980000,SS,9.393599e-03,-7.393665e-02,1.194062e-01,1.194062e-01,1
43.980000,44.080000,SS,5.126369e-03,-8.465374e-02,1.177362e-01,1.177362e-01,1
44.080000,44.180000,SS,3.409891e-04,-9.481950e-02,1.146841e-01,1.146841e-01,1
44.180000,44.280000,SS,-4.703630e-03,-1.030809e-01,1.102545e-01,1.102545e-01,1
44.280000,44.380000,SS,-9.609591e-03,-1.092985e-01,1.052361e-01,1.092985e-01,1
44.380000,44.480000,SS,-1.454425e-02,-1.135144e-01,9.889564e-02,1.135144e-01,1
44.480000,44.580000,SS,-1.879356e-02,-1.150525e-01,9.259493e-02,1.150525e-01,1
44.580000,44.680000,SS,-1.804090e-02,-1.088987e-01,9.424705e-02,1.088987e-01,1
44.680000,44.780000,SS,-1.553282e-02,-1.004475e-01,9.868104e-02,1.004475e-01,1
44.780000,44.880000,SS,-1.469744e-02,-9.239640e-02,9.799440e-02,9.799440e-02,1
44.880000,44.980000,SS,-1.475307e-02,-8.450325e-02,9.393123e-02,9.393123e-02,1
44.980000,45.080000,SS,-1.541883e-02,-7.696597e-02,8.750895e-02,8.750895e-02,1
45.080000,45.180000,SS,-1.651603e-02,-6.920128e-02,7.907994e-02,7.907994e-02,1
45.180000,45.280000,SS,-1.778762e-02,-6.084278e-02,6.937307e-02,6.937307e-02,1
45.280000,45.380000,SS,-1.570792e-02,-4.727785e-02,6.569858e-02,6.569858e-02,1
45.380000,45.480000,SS,-9.149217e-03,-2.684415e-02,7.073098e-02,7.073098e-02,1
45.480000,45.580000,SS,-5.321918e-04,-1.852976e-03,7.962418e-02,7.962418e-02,1
45.580000,45.680000,SS,5.940641e-03,2.290846e-02,8.210925e-02,8.210925e-02,1
45.680000,45.780000,SS,1.103645e-02,4.579492e-02,8.078416e-02,8.078416e-02,1
45.780000,45.880000,SS,1.381842e-02,6.559654e-02,7.265387e-02,7.265387e-02,1
45.880000,45.980000,SS,1.462846e-02,8.103758e-02,5.857111e-02,8.103758e-02,1
45.980000,46.080000,SS,1.523199e-02,9.137675e-02,4.502073e-02,9.137675e-02,1
46.080000,46.180000,SS,1.553794e-02,9.739688e-02,3.300056e-02,9.739688e-02,1
46.180000,46.280000,SS,1.034899e-02,9.575011e-02,3.854556e-03,9.575011e-02,1
46.280000,46.380000,SS,6.877912e-03,9.108586e-02,-1.441392e-02,9.108586e-02,1
46.380000,46.480000,SS,8.255920e-03,7.973576e-02,-1.544277e-02,7.973576e-02,1
46.480000,46.580000,SS,1.047048e-02,6.678162e-02,-1.780663e-02,6.678162e-02,1
46.580000,46.680000,SS,1.386061e-02,6.130714e-02,-1.065323e-02,6.130714e-02,1
46.680000,46.780000,SS,1.731243e-02,5.697113e-02,-1.360980e-03,5.697113e-02,1
46.780000,46.880000,SS,1.961026e-02,5.353793e-02,5.842274e-03,5.353793e-02,1
46.880000,46.980000,SS,2.104849e-02,5.019531e-02,1.121757e-02,5.019531e-02,1
46.980000,47.080000,SS,2.132912e-02,4.690153e-02,1.332414e-02,4.690153e-02,1
47.080000,47.180000,SS,2.050792e-02,4.396403e-02,1.192671e-02,4.396403e-02,1
47.180000,47.280000,SS,1.880759e-02,4.153787e-02,7.422570e-03,4.153787e-02,1
